time,latitude,longitude,speed,miles,miles_lap,rtc,millis,rpm,input_voltage,motor_watt_hours,motor_tempMosfet,motor_tempMotor,motor_current,battery_current,motor_dutyCycle,motor_error,rasp_temp,battery_ampere,battery_voltage,charge,battery_temperature,autonomy
14:48:18.123, , ,-1,0,0, ,5705,0.00,91.50,0.00,11.90,7.70,0.00,0.00,0.01,0,21,0.50,93.60,79.50,18.00,0
14:48:18.382, , ,-1,0,0, ,6105,0.00,91.50,0.00,11.90,7.80,0.00,0.00,0.01,0,20,0.40,93.60,79.50,18.00,0
14:48:18.636, , ,-1,0,0, ,6505,0.00,91.50,0.00,11.90,7.80,0.00,0.00,0.01,0,21,0.40,93.60,79.50,18.00,0
14:48:18.891, , ,-1,0,0, ,6505,0.00,91.50,0.00,11.90,7.80,0.00,0.00,0.01,0,21,0.40,93.60,79.50,18.00,0
14:48:19.146, , ,-1,0,0, ,6904,0.00,91.50,0.00,11.80,7.70,0.00,0.00,0.01,0,19,0.40,93.60,79.50,18.00,0
14:48:19.396, , ,-1,0,0, ,6904,0.00,91.50,0.00,11.80,7.70,0.00,0.00,0.01,0,21,0.40,93.60,79.50,18.00,0
14:48:19.651, , ,-1,0,0, ,7305,0.00,91.50,0.00,11.90,7.90,0.00,0.00,0.01,0,21,0.40,93.60,79.50,18.00,0
14:48:19.908, , ,-1,0,0, ,7704,0.00,91.50,0.00,11.90,7.80,0.00,0.00,0.01,0,21,0.40,93.60,79.50,18.00,0
14:48:20.166, , ,-1,0,0, ,7704,0.00,91.50,0.00,11.90,7.80,0.00,0.00,0.01,0,21,0.40,93.60,79.50,18.00,0
14:48:20.416, , ,-1,0,0, ,8104,0.00,91.50,0.00,11.80,7.80,0.00,0.00,0.01,0,21,0.40,93.60,79.50,18.00,0
14:48:20.674, , ,-1,0,0, ,8505,0.00,91.50,0.00,11.80,7.80,0.00,0.00,0.01,0,20,0.40,93.60,79.50,18.00,0
14:48:20.928, , ,-1,0,0, ,8505,0.00,91.50,0.00,11.80,7.80,0.00,0.00,0.01,0,21,0.40,93.60,79.50,18.00,0
14:48:21.179, , ,-1,0,0, ,8904,0.00,91.50,0.00,11.80,7.80,0.00,0.00,0.01,0,21,0.40,93.60,79.50,18.00,0
14:48:21.432, , ,-1,0,0, ,9305,0.00,91.50,0.00,11.90,7.80,0.00,0.00,0.01,0,20,0.40,93.60,79.50,18.00,0
14:48:21.690, , ,-1,0,0, ,9305,0.00,91.50,0.00,11.90,7.80,0.00,0.00,0.01,0,21,0.40,93.60,79.50,18.00,0
14:48:21.939, , ,-1,0,0, ,9705,0.00,91.50,0.00,11.80,7.70,0.00,0.00,0.01,0,21,0.40,93.60,79.50,18.00,0
14:48:22.193, , ,-1,0,0, ,9705,0.00,91.50,0.00,11.80,7.70,0.00,0.00,0.01,0,21,0.40,93.60,79.50,18.00,0
14:48:22.448, , ,-1,0,0, ,10104,0.00,91.50,0.00,11.90,7.80,0.00,0.00,0.01,0,21,0.40,93.60,79.50,18.00,0
14:48:22.707, , ,-1,0,0, ,10505,0.00,91.50,0.00,11.80,7.70,0.00,0.00,0.01,0,22,0.40,93.60,79.50,18.00,0
14:48:22.958, , ,-1,0,0, ,10505,0.00,91.50,0.00,11.80,7.70,0.00,0.00,0.01,0,21,0.40,93.60,79.50,18.00,0
14:48:23.214, , ,-1,0,0, ,10905,0.00,91.50,0.00,11.80,7.80,0.00,0.00,0.01,0,21,0.40,93.60,79.50,18.00,0
14:48:23.463, , ,-1,0,0, ,11304,0.00,91.50,0.00,11.80,7.80,0.00,0.00,0.01,0,21,0.40,93.60,79.50,18.00,0
14:48:23.715, , ,-1,0,0, ,11304,0.00,91.50,0.00,11.80,7.80,0.00,0.00,0.01,0,22,0.40,93.60,79.50,18.00,0
14:48:23.964, , ,-1,0,0, ,11705,0.00,91.50,0.00,11.80,7.70,0.00,0.00,0.01,0,21,0.40,93.60,79.50,18.00,0
14:48:24.218, , ,-1,0,0, ,12105,0.00,91.50,0.00,11.80,7.70,0.00,0.00,0.01,0,21,0.40,93.60,79.50,18.00,0
14:48:24.476, , ,-1,0,0, ,12105,0.00,91.50,0.00,11.80,7.70,0.00,0.00,0.01,0,21,0.40,93.60,79.50,18.00,0
14:48:24.739, , ,-1,0,0, ,12505,0.00,91.50,0.00,11.80,7.80,0.00,0.00,0.01,0,22,0.40,93.60,79.50,18.00,0
14:48:24.991, , ,-1,0,0, ,12505,0.00,91.50,0.00,11.80,7.80,0.00,0.00,0.01,0,21,0.40,93.60,79.50,18.00,0
14:48:25.276, , ,-1,0,0, ,12905,0.00,91.50,0.00,11.80,7.80,0.00,0.00,0.01,0,22,0.40,93.60,79.50,18.00,0
14:48:25.528, , ,-1,0,0, ,13305,0.00,91.50,0.00,11.80,7.80,0.00,0.00,0.01,0,21,0.40,93.60,79.50,18.00,0
14:48:25.792, , ,-1,0,0, ,13305,0.00,91.50,0.00,11.80,7.80,0.00,0.00,0.01,0,22,0.40,93.60,79.50,18.00,0
14:48:26.043, , ,-1,0,0, ,13705,0.00,91.50,0.00,11.80,7.70,0.00,0.00,0.01,0,23,0.40,93.60,79.50,18.00,0
14:48:26.309, , ,-1,0,0, ,14104,0.00,91.50,0.00,11.80,7.80,0.00,0.00,0.01,0,23,0.40,93.60,79.50,18.00,0
14:48:26.553, , ,-1,0,0, ,14104,0.00,91.50,0.00,11.80,7.80,0.00,0.00,0.01,0,22,0.40,93.60,79.50,18.00,0
14:48:26.809, , ,-1,0,0, ,14504,0.00,91.50,0.00,11.80,7.80,0.00,0.00,0.01,0,23,0.40,93.60,79.50,18.00,0
14:48:27.068, , ,-1,0,0, ,14905,0.00,91.50,0.00,11.80,7.80,0.00,0.00,0.01,0,22,0.40,93.60,79.50,18.00,0
14:48:27.330, , ,-1,0,0, ,14905,0.00,91.50,0.00,11.80,7.80,0.00,0.00,0.01,0,23,0.40,93.60,79.50,18.00,0
14:48:27.588, , ,-1,0,0, ,15305,0.00,91.50,0.00,11.80,7.70,0.00,0.00,0.01,0,22,0.40,93.60,79.50,18.00,0
14:48:27.839, , ,-1,0,0, ,15705,0.00,91.50,0.00,11.80,7.80,0.00,0.00,0.01,0,22,0.40,93.60,79.50,18.00,0
14:48:28.104, , ,-1,0,0, ,15705,0.00,91.50,0.00,11.80,7.80,0.00,0.00,0.01,0,23,0.40,93.60,79.50,18.00,0
14:48:28.370, , ,-1,0,0, ,16105,0.00,91.50,0.00,11.80,7.80,0.00,0.00,0.01,0,23,0.40,93.60,79.50,18.00,0
14:48:28.623, , ,-1,0,0, ,16504,0.00,91.50,0.00,11.80,7.80,0.00,0.00,0.01,0,23,0.40,93.60,79.50,18.00,0
14:48:28.885, , ,-1,0,0, ,16504,0.00,91.50,0.00,11.80,7.80,0.00,0.00,0.01,0,22,0.40,93.60,79.50,18.00,0
14:48:29.139, , ,-1,0,0, ,16905,0.00,91.50,0.00,11.80,7.70,0.00,0.00,0.01,0,23,0.40,93.60,79.50,18.00,0
14:48:29.420, , ,-1,0,0, ,17305,0.00,91.50,0.00,11.80,7.70,0.00,0.00,0.01,0,24,0.40,93.60,79.50,18.00,0
14:48:29.655, , ,-1,0,0, ,17305,0.00,91.50,0.00,11.80,7.70,0.00,0.00,0.01,0,22,0.40,93.60,79.50,18.00,0
14:48:29.906, , ,-1,0,0, ,17704,0.00,91.50,0.00,11.80,7.80,0.00,0.00,0.01,0,24,0.40,93.60,79.50,18.00,0
14:48:30.158, , ,-1,0,0, ,17704,0.00,91.50,0.00,11.80,7.80,0.00,0.00,0.01,0,23,0.40,93.60,79.50,18.00,0
14:48:30.419, , ,-1,0,0, ,18105,0.00,91.50,0.00,11.80,7.60,0.00,0.00,0.01,0,24,0.40,93.60,79.50,18.00,0
14:48:30.679, , ,-1,0,0, ,18504,0.00,91.50,0.00,11.80,7.70,0.00,0.00,0.01,0,24,0.50,93.60,79.50,18.00,0
14:48:30.946, , ,-1,0,0, ,18504,0.00,91.50,0.00,11.80,7.70,0.00,0.00,0.01,0,24,0.50,93.60,79.50,18.00,0
14:48:31.190, , ,-1,0,0, ,18905,0.00,91.50,0.00,11.80,7.80,0.00,0.00,0.01,0,24,0.40,93.60,79.50,18.00,0
14:48:31.446, , ,-1,0,0, ,19305,0.00,91.50,0.00,11.80,7.70,0.00,0.00,0.01,0,24,0.40,93.60,79.50,18.00,0
14:48:31.707, , ,-1,0,0, ,19305,0.00,91.50,0.00,11.80,7.70,0.00,0.00,0.01,0,24,0.40,93.60,79.50,18.00,0
14:48:31.952, , ,-1,0,0, ,19704,0.00,91.50,0.00,11.80,7.80,0.00,0.00,0.01,0,24,0.40,93.60,79.50,18.00,0
14:48:32.211, , ,-1,0,0, ,20104,0.00,91.50,0.00,11.80,7.70,0.00,0.00,0.01,0,24,0.40,93.60,79.50,18.00,0
14:48:32.454, , ,-1,0,0, ,20104,0.00,91.50,0.00,11.80,7.70,0.00,0.00,0.01,0,23,0.40,93.60,79.50,18.00,0
14:48:32.704, , ,-1,0,0, ,20504,0.00,91.50,0.00,11.80,7.70,0.00,0.00,0.01,0,23,0.40,93.60,79.50,18.00,0
14:48:32.957, , ,-1,0,0, ,20504,0.00,91.50,0.00,11.80,7.70,0.00,0.00,0.01,0,23,0.40,93.60,79.50,18.00,0
14:48:33.209, , ,-1,0,0, ,20903,0.00,91.50,0.00,11.80,7.80,0.00,0.00,0.01,0,23,0.40,93.60,79.50,18.00,0
